EmployeeNumber,Age,Department,Education,EducationField,Gender,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion
1441,56,Research & Development,2,Life Sciences,Female,Research Scientist,1,2066,4,5,3,1
1443,47,Research & Development,4,Medical,Female,Research Director,3,17169,3,26,20,5
1445,24,Sales,1,Medical,Female,Sales Executive,3,4162,3,5,5,0
1446,32,Sales,5,Marketing,Male,Sales Executive,4,9204,3,7,4,0
1447,34,Research & Development,3,Life Sciences,Female,Laboratory Technician,2,3294,3,7,5,0
1448,41,Research & Development,5,Medical,Male,Research Scientist,3,2127,3,7,4,0
1449,40,Research & Development,4,Other,Male,Laboratory Technician,3,3975,3,11,8,0
1453,31,Sales,2,Life Sciences,Male,Sales Executive,4,10793,3,13,13,9
1457,46,Sales,3,Marketing,Male,Sales Executive,4,10096,3,28,7,4
1458,39,Research & Development,3,Life Sciences,Female,Laboratory Technician,1,3646,4,11,1,0
1459,31,Research & Development,5,Life Sciences,Female,Manufacturing Director,2,7446,3,10,10,4
1460,45,Research & Development,3,Medical,Male,Healthcare Representative,1,10851,3,24,7,0
1461,31,Human Resources,2,Medical,Female,Human Resources,2,2109,3,8,3,0
1464,31,Research & Development,3,Life Sciences,Male,Laboratory Technician,4,3722,3,7,2,2
1465,45,Research & Development,3,Technical Degree,Male,Manufacturing Director,4,9380,3,10,3,1
1466,48,Sales,3,Marketing,Male,Sales Executive,1,5486,3,15,2,2
1467,34,Human Resources,4,Technical Degree,Female,Human Resources,3,2742,3,2,2,2
1468,40,Research & Development,1,Medical,Male,Research Director,2,13757,3,16,9,4
1469,28,Sales,3,Medical,Male,Sales Executive,1,8463,3,6,5,1
1471,44,Research & Development,3,Life Sciences,Male,Laboratory Technician,3,3162,3,7,5,0
1472,53,Research & Development,3,Medical,Male,Research Director,2,16598,3,35,9,8
1473,49,Research & Development,4,Technical Degree,Male,Healthcare Representative,3,6651,3,20,3,1
1474,40,Research & Development,3,Medical,Male,Research Scientist,3,2345,3,8,3,1
1475,44,Research & Development,3,Life Sciences,Male,Research Scientist,2,3420,3,6,5,1
1477,33,Sales,3,Medical,Male,Sales Executive,1,4373,3,5,4,0
1478,34,Sales,3,Other,Male,Sales Executive,1,4759,3,15,13,3
1479,30,Sales,1,Life Sciences,Male,Sales Executive,3,5301,3,4,2,2
1480,42,Research & Development,2,Medical,Female,Laboratory Technician,4,3673,3,12,12,5
1481,44,Sales,5,Marketing,Female,Sales Executive,3,4768,3,11,1,0
1482,30,Research & Development,3,Technical Degree,Male,Research Scientist,3,1274,3,1,1,0
1483,57,Research & Development,2,Life Sciences,Male,Research Scientist,3,4900,4,13,12,2
1484,49,Research & Development,4,Life Sciences,Male,Healthcare Representative,2,10466,3,29,8,0
1485,34,Research & Development,3,Medical,Male,Research Director,1,17007,3,16,14,6
1486,28,Sales,3,Technical Degree,Male,Sales Representative,3,2909,3,5,3,1
1487,29,Sales,3,Technical Degree,Female,Sales Executive,2,5765,3,7,5,0
1489,34,Sales,4,Medical,Female,Sales Executive,2,4599,4,16,15,10
1492,35,Sales,1,Life Sciences,Male,Sales Representative,3,2404,3,1,1,0
1494,24,Research & Development,3,Medical,Male,Laboratory Technician,1,3172,3,4,0,0
1495,24,Sales,2,Life Sciences,Female,Sales Representative,2,2033,3,1,1,0
1496,44,Research & Development,1,Medical,Male,Manufacturing Director,3,10209,3,16,2,2
1497,29,Sales,3,Life Sciences,Male,Sales Executive,3,8620,3,10,10,0
1499,30,Human Resources,3,Life Sciences,Male,Human Resources,3,2064,4,6,5,1
1501,55,Research & Development,4,Life Sciences,Male,Healthcare Representative,3,4035,3,4,3,1
1502,33,Research & Development,4,Medical,Female,Laboratory Technician,2,3838,3,8,5,0
1503,47,Sales,3,Medical,Female,Sales Executive,3,4591,3,11,5,1
1504,28,Research & Development,2,Medical,Male,Laboratory Technician,1,2561,3,8,0,0
1506,28,Research & Development,3,Life Sciences,Male,Research Scientist,3,1563,3,1,1,0
1507,28,Sales,3,Life Sciences,Male,Sales Executive,1,4898,3,5,4,1
1509,49,Research & Development,2,Medical,Female,Laboratory Technician,1,4789,4,10,3,1
1513,29,Research & Development,1,Life Sciences,Female,Laboratory Technician,2,3180,3,4,3,0
1514,28,Research & Development,1,Life Sciences,Male,Manufacturing Director,2,6549,3,8,8,1
1515,33,Research & Development,5,Life Sciences,Male,Healthcare Representative,3,6388,3,14,0,0
1516,32,Research & Development,3,Medical,Male,Manager,4,11244,4,10,5,0
1520,54,Research & Development,4,Medical,Female,Manager,4,16032,4,26,14,1
1522,29,Research & Development,4,Technical Degree,Male,Research Scientist,1,2362,3,11,9,0
1523,44,Research & Development,3,Life Sciences,Male,Research Director,1,16328,3,24,20,14
1525,39,Research & Development,3,Life Sciences,Female,Manufacturing Director,2,8376,3,9,2,2
1527,46,Sales,3,Life Sciences,Female,Manager,2,16606,3,23,13,5
1529,35,Research & Development,3,Life Sciences,Female,Healthcare Representative,2,8606,3,11,11,3
1533,23,Research & Development,1,Life Sciences,Male,Laboratory Technician,3,2272,3,5,4,1
1534,40,Research & Development,4,Life Sciences,Male,Laboratory Technician,1,2018,3,15,5,1
1535,34,Sales,3,Technical Degree,Male,Sales Executive,3,7083,3,10,10,8
1537,31,Research & Development,3,Life Sciences,Female,Research Scientist,3,4084,3,7,7,7
1539,50,Research & Development,5,Medical,Male,Research Director,4,14411,3,32,32,13
1541,34,Sales,2,Technical Degree,Male,Sales Representative,3,2308,4,12,11,5
1542,42,Research & Development,3,Medical,Male,Laboratory Technician,2,4841,3,4,1,0
1543,37,Research & Development,3,Medical,Male,Research Scientist,4,4285,3,10,10,3
1544,29,Research & Development,1,Other,Female,Healthcare Representative,1,9715,3,9,7,0
1545,33,Research & Development,3,Life Sciences,Male,Manufacturing Director,2,4320,3,5,5,0
1546,45,Research & Development,3,Technical Degree,Male,Research Scientist,4,2132,4,8,5,0
1547,42,Research & Development,3,Life Sciences,Male,Healthcare Representative,4,10124,3,24,20,13
1548,40,Sales,2,Medical,Male,Sales Executive,1,5473,3,9,8,7
1549,33,Research & Development,4,Life Sciences,Male,Laboratory Technician,3,5207,3,15,15,5
1550,40,Human Resources,2,Medical,Male,Manager,4,16437,4,21,21,7
1551,24,Research & Development,2,Technical Degree,Male,Laboratory Technician,1,2296,3,2,1,0
1552,40,Research & Development,2,Life Sciences,Male,Healthcare Representative,4,4069,3,8,2,2
1553,45,Research & Development,4,Technical Degree,Male,Healthcare Representative,2,7441,3,10,10,7
1554,35,Sales,4,Life Sciences,Female,Sales Representative,3,2430,4,6,5,4
1555,32,Research & Development,2,Life Sciences,Female,Research Scientist,2,5878,3,12,7,2
1556,36,Sales,4,Life Sciences,Male,Sales Representative,4,2644,4,7,3,1
1557,48,Sales,4,Life Sciences,Female,Sales Executive,3,6439,3,18,8,7
1558,29,Research & Development,3,Life Sciences,Male,Research Scientist,3,2451,3,5,1,0
1560,33,Sales,4,Life Sciences,Male,Sales Executive,1,6392,3,8,2,2
1562,30,Sales,3,Life Sciences,Male,Sales Executive,1,9714,3,10,10,6
1563,38,Human Resources,4,Human Resources,Male,Human Resources,3,6077,3,10,6,1
1564,35,Research & Development,3,Medical,Male,Laboratory Technician,1,2450,3,3,3,1
1568,30,Sales,4,Technical Degree,Male,Sales Executive,2,9250,3,9,4,1
1569,35,Research & Development,3,Life Sciences,Female,Laboratory Technician,1,2074,3,1,1,0
1572,53,Research & Development,5,Technical Degree,Female,Manufacturing Director,4,10169,3,34,33,1
1573,38,Research & Development,3,Medical,Male,Manufacturing Director,2,4855,3,7,5,1
1574,32,Research & Development,4,Technical Degree,Male,Research Scientist,1,4087,3,9,6,1
1576,48,Research & Development,4,Other,Female,Research Scientist,1,2367,3,10,8,7
1577,34,Research & Development,4,Medical,Male,Research Scientist,4,2972,3,1,1,0
1578,55,Sales,5,Marketing,Male,Manager,4,19586,4,36,36,2
1580,34,Research & Development,4,Life Sciences,Male,Research Scientist,4,5484,3,9,2,2
1581,26,Research & Development,3,Life Sciences,Female,Research Scientist,4,2061,4,1,1,0
1582,38,Sales,3,Life Sciences,Male,Sales Executive,2,9924,3,10,9,7
1583,38,Sales,3,Life Sciences,Female,Sales Executive,2,4198,3,8,3,1
1585,36,Sales,4,Life Sciences,Female,Sales Executive,3,6815,3,15,1,0
1586,29,Research & Development,1,Medical,Male,Laboratory Technician,1,4723,3,10,10,1
1587,35,Research & Development,4,Medical,Female,Healthcare Representative,3,6142,3,10,5,0
1588,39,Sales,3,Medical,Male,Sales Executive,3,8237,3,11,7,7
1590,29,Research & Development,1,Life Sciences,Male,Healthcare Representative,4,8853,3,6,6,1
1591,50,Sales,3,Marketing,Male,Manager,3,19331,3,27,1,0
1592,23,Research & Development,3,Technical Degree,Male,Research Scientist,3,2073,3,4,2,2
1594,36,Research & Development,4,Life Sciences,Male,Laboratory Technician,1,5562,3,9,3,0
1595,42,Research & Development,2,Other,Male,Manager,4,19613,4,24,1,0
1596,35,Research & Development,3,Life Sciences,Male,Laboratory Technician,3,3407,3,10,10,6
1597,34,Research & Development,4,Technical Degree,Male,Healthcare Representative,3,5063,3,8,8,7
1598,40,Sales,2,Life Sciences,Female,Sales Executive,1,4639,3,5,5,1
1599,43,Research & Development,3,Technical Degree,Male,Laboratory Technician,2,4876,3,8,6,0
1601,35,Research & Development,2,Life Sciences,Male,Laboratory Technician,4,2690,3,1,1,0
1602,46,Sales,4,Life Sciences,Male,Manager,1,17567,3,27,26,0
1604,28,Research & Development,3,Medical,Male,Laboratory Technician,2,2408,3,1,1,0
1605,22,Research & Development,2,Other,Female,Research Scientist,3,2814,3,4,4,1
1606,50,Research & Development,5,Medical,Male,Healthcare Representative,3,11245,3,32,30,12
1607,32,Research & Development,4,Other,Female,Research Scientist,4,3312,3,6,3,0
1608,44,Research & Development,3,Medical,Female,Research Director,4,19049,3,23,22,1
1609,30,Research & Development,3,Medical,Male,Research Scientist,2,2141,3,6,6,1
1611,45,Research & Development,5,Medical,Female,Laboratory Technician,1,5769,3,10,10,1
1612,45,Sales,3,Marketing,Male,Sales Executive,1,4385,3,10,10,4
1613,31,Sales,4,Other,Male,Sales Executive,1,5332,3,10,5,0
1614,36,Research & Development,4,Life Sciences,Female,Manufacturing Director,3,4663,3,7,3,1
1615,34,Research & Development,4,Life Sciences,Male,Manufacturing Director,4,4724,3,9,9,7
1617,49,Research & Development,4,Life Sciences,Female,Laboratory Technician,1,3211,3,10,9,1
1618,39,Research & Development,5,Medical,Male,Manufacturing Director,1,5377,3,10,7,7
1619,27,Research & Development,3,Other,Male,Laboratory Technician,1,4066,3,7,7,0
1621,35,Research & Development,5,Life Sciences,Male,Research Scientist,1,5208,3,16,16,1
1622,28,Research & Development,3,Medical,Female,Manufacturing Director,1,4877,4,6,5,0
1623,21,Research & Development,1,Medical,Male,Research Scientist,4,3117,3,3,2,2
1624,18,Sales,2,Medical,Female,Sales Representative,4,1569,3,0,0,0
1625,47,Human Resources,4,Life Sciences,Female,Manager,3,19658,3,27,5,1
1627,39,Research & Development,2,Medical,Male,Laboratory Technician,3,3069,3,11,10,0
1628,40,Research & Development,3,Life Sciences,Female,Manufacturing Director,3,10435,3,18,18,14
1630,35,Research & Development,4,Life Sciences,Female,Healthcare Representative,3,4148,3,15,14,2
1631,37,Research & Development,3,Life Sciences,Male,Manufacturing Director,3,5768,3,9,4,0
1633,39,Research & Development,3,Medical,Female,Manufacturing Director,3,5042,3,10,9,3
1635,45,Research & Development,2,Other,Female,Manufacturing Director,4,5770,3,10,10,3
1638,38,Research & Development,2,Medical,Female,Manufacturing Director,3,7756,3,10,5,0
1639,35,Sales,3,Medical,Male,Sales Executive,1,10306,3,15,13,6
1640,37,Research & Development,3,Medical,Female,Research Scientist,2,3936,3,8,8,7
1641,40,Research & Development,3,Life Sciences,Female,Manufacturing Director,4,7945,3,18,4,3
1642,44,Human Resources,5,Human Resources,Male,Human Resources,4,5743,3,14,10,0
1644,48,Research & Development,5,Medical,Male,Manager,4,15202,4,23,2,2
1645,35,Sales,2,Medical,Male,Sales Executive,4,5440,3,7,2,2
1646,24,Research & Development,1,Technical Degree,Female,Research Scientist,4,3760,3,6,6,1
1647,27,Research & Development,3,Medical,Female,Research Scientist,3,3517,3,5,3,0
1648,27,Research & Development,3,Medical,Male,Research Scientist,4,2580,3,6,4,1
1649,40,Research & Development,3,Life Sciences,Male,Laboratory Technician,1,2166,3,10,4,0
1650,29,Sales,3,Medical,Male,Sales Executive,3,5869,3,8,5,1
1651,36,Research & Development,4,Life Sciences,Female,Healthcare Representative,1,8008,3,9,3,0
1653,25,Research & Development,1,Life Sciences,Male,Manufacturing Director,3,5206,3,7,7,0
1654,39,Research & Development,3,Medical,Male,Manufacturing Director,2,5295,4,7,5,1
1655,49,Research & Development,4,Other,Female,Research Director,2,16413,3,27,4,1
1656,50,Research & Development,5,Life Sciences,Female,Research Director,1,13269,3,19,14,1
1657,20,Sales,3,Medical,Female,Sales Representative,3,2783,3,2,2,2
1658,34,Research & Development,3,Life Sciences,Female,Research Scientist,2,5433,3,11,11,7
1659,36,Research & Development,3,Life Sciences,Male,Laboratory Technician,2,2013,3,15,4,1
1661,49,Research & Development,1,Life Sciences,Female,Healthcare Representative,3,13966,3,30,15,2
1662,36,Research & Development,4,Medical,Female,Manufacturing Director,3,4374,3,4,3,1
1664,36,Research & Development,2,Life Sciences,Male,Healthcare Representative,1,6842,4,13,5,0
1665,54,Research & Development,5,Medical,Female,Manager,3,17426,4,36,10,4
1666,43,Research & Development,2,Life Sciences,Male,Research Director,3,17603,4,14,14,6
1667,35,Sales,4,Other,Male,Sales Executive,4,4581,4,13,11,6
1668,38,Research & Development,3,Life Sciences,Male,Research Scientist,4,4735,3,19,13,2
1669,29,Sales,3,Medical,Male,Sales Executive,2,4187,3,10,10,0
1670,33,Sales,4,Medical,Male,Sales Executive,4,5505,3,6,6,0
1671,32,Research & Development,3,Medical,Male,Research Scientist,2,5470,3,10,9,1
1673,31,Sales,4,Life Sciences,Female,Sales Executive,4,5476,3,10,10,0
1674,49,Research & Development,3,Medical,Female,Laboratory Technician,1,2587,3,17,2,2
1675,38,Research & Development,3,Medical,Female,Laboratory Technician,2,2440,4,4,4,3
1676,47,Sales,4,Life Sciences,Female,Manager,2,15972,3,29,3,1
1677,49,Research & Development,3,Life Sciences,Male,Manager,3,15379,3,23,8,0
1678,41,Sales,2,Life Sciences,Male,Sales Executive,3,7082,3,21,2,0
1680,20,Sales,1,Life Sciences,Male,Sales Representative,1,2728,3,2,2,0
1681,33,Sales,3,Life Sciences,Female,Sales Executive,4,5368,4,7,6,1
1682,36,Research & Development,4,Life Sciences,Male,Healthcare Representative,3,5347,3,10,3,0
1683,44,Human Resources,3,Life Sciences,Female,Human Resources,4,3195,3,8,2,2
1684,23,Research & Development,1,Medical,Male,Laboratory Technician,3,3989,3,5,5,1
1687,38,Research & Development,2,Medical,Female,Laboratory Technician,3,3306,3,7,0,0
1689,53,Research & Development,4,Medical,Male,Healthcare Representative,4,7005,3,11,4,1
1691,48,Sales,2,Medical,Female,Sales Representative,3,2655,3,19,9,7
1692,32,Research & Development,4,Life Sciences,Male,Laboratory Technician,2,1393,3,1,1,0
1693,26,Research & Development,3,Medical,Male,Laboratory Technician,4,2570,4,7,7,5
1694,55,Research & Development,3,Technical Degree,Male,Research Scientist,2,3537,3,8,4,1
1696,34,Research & Development,2,Medical,Male,Laboratory Technician,4,3986,3,15,15,4
1697,60,Research & Development,4,Medical,Male,Healthcare Representative,4,10883,4,19,1,0
1698,33,Research & Development,3,Medical,Male,Laboratory Technician,2,2028,3,14,14,2
1700,37,Sales,4,Medical,Male,Sales Executive,4,9525,3,6,6,1
1701,34,Research & Development,3,Life Sciences,Female,Research Scientist,4,2929,3,10,10,8
1702,23,Sales,3,Life Sciences,Male,Sales Representative,4,2275,4,3,3,0
1703,44,Research & Development,3,Life Sciences,Female,Healthcare Representative,4,7879,3,9,8,6
1704,35,Research & Development,4,Medical,Male,Research Scientist,4,4930,3,6,5,1
1706,43,Sales,3,Medical,Male,Sales Executive,4,7847,3,10,10,8
1707,24,Research & Development,3,Medical,Male,Research Scientist,3,4401,3,5,5,0
1708,41,Sales,3,Marketing,Male,Sales Executive,3,9241,3,10,10,8
1709,29,Research & Development,4,Medical,Female,Laboratory Technician,3,2974,3,9,5,1
1710,36,Sales,4,Life Sciences,Female,Sales Representative,4,4502,3,17,13,6
1712,45,Research & Development,1,Life Sciences,Male,Healthcare Representative,3,10748,4,25,23,14
1714,24,Human Resources,1,Human Resources,Male,Human Resources,3,1555,3,1,1,0
1716,47,Sales,3,Life Sciences,Male,Sales Executive,3,12936,3,25,23,14
1718,26,Research & Development,4,Medical,Male,Laboratory Technician,3,2305,3,3,3,0
1719,45,Research & Development,2,Technical Degree,Female,Research Director,2,16704,3,21,21,8
1720,32,Research & Development,3,Life Sciences,Male,Research Scientist,3,3433,3,10,5,1
1721,31,Research & Development,4,Life Sciences,Male,Laboratory Technician,3,3477,3,6,5,0
1722,41,Human Resources,3,Human Resources,Male,Human Resources,2,6430,3,10,3,1
1724,40,Research & Development,2,Life Sciences,Female,Manufacturing Director,1,6516,3,18,1,0
1725,24,Research & Development,1,Medical,Male,Laboratory Technician,1,3907,3,6,6,1
1727,46,Research & Development,4,Life Sciences,Male,Healthcare Representative,2,5562,3,19,10,0
1728,35,Research & Development,4,Life Sciences,Male,Manufacturing Director,3,6883,3,17,7,0
1729,30,Research & Development,1,Life Sciences,Male,Research Scientist,4,2862,3,10,10,0
1731,47,Sales,4,Marketing,Male,Sales Executive,2,4978,3,4,1,0
1732,46,Sales,3,Life Sciences,Male,Sales Executive,4,10368,3,13,10,0
1733,36,Sales,5,Marketing,Male,Sales Executive,1,6134,3,16,2,2
1734,32,Sales,2,Life Sciences,Male,Sales Executive,2,6735,3,10,0,0
1735,23,Research & Development,1,Medical,Female,Laboratory Technician,2,3295,3,3,3,1
1736,31,Research & Development,1,Technical Degree,Female,Manufacturing Director,4,5238,4,9,5,1
1737,39,Research & Development,3,Life Sciences,Male,Laboratory Technician,4,6472,3,9,9,5
1739,32,Sales,3,Life Sciences,Male,Sales Executive,3,9610,3,10,4,0
1740,40,Sales,4,Medical,Male,Manager,2,19833,3,21,21,12
1744,45,Human Resources,3,Life Sciences,Female,Human Resources,3,9756,4,9,5,0
1745,30,Research & Development,4,Technical Degree,Female,Research Scientist,1,4968,3,10,9,0
1746,24,Human Resources,3,Medical,Male,Human Resources,4,2145,3,3,2,2
1747,30,Human Resources,3,Human Resources,Female,Human Resources,4,2180,3,6,4,1
1749,31,Sales,3,Technical Degree,Male,Sales Executive,3,8346,3,6,5,0
1751,27,Research & Development,3,Medical,Female,Research Scientist,4,3445,3,6,6,1
1752,29,Sales,3,Marketing,Female,Sales Representative,2,2760,3,2,2,2
1753,29,Research & Development,3,Life Sciences,Male,Healthcare Representative,3,6294,3,10,3,0
1754,30,Sales,2,Marketing,Male,Sales Executive,1,7140,3,12,7,1
1755,34,Research & Development,4,Medical,Male,Research Scientist,4,2932,3,6,5,1
1756,33,Sales,3,Marketing,Female,Sales Executive,2,5147,3,13,11,1
1757,49,Sales,4,Marketing,Female,Sales Executive,4,4507,3,8,5,0
1758,33,Sales,3,Life Sciences,Female,Sales Executive,1,8564,4,11,0,0
1760,38,Research & Development,2,Medical,Female,Laboratory Technician,2,2468,3,9,6,0
1761,31,Sales,4,Marketing,Male,Sales Executive,3,8161,3,10,1,0
1762,29,Research & Development,3,Technical Degree,Female,Research Scientist,1,2109,3,1,1,0
1763,30,Research & Development,3,Life Sciences,Male,Healthcare Representative,3,5294,3,10,7,1
1764,32,Research & Development,4,Technical Degree,Male,Research Scientist,2,2718,3,12,7,0
1766,38,Research & Development,3,Medical,Male,Healthcare Representative,4,5811,3,15,1,1
1767,43,Research & Development,3,Technical Degree,Male,Research Scientist,3,2437,3,6,1,0
1768,42,Research & Development,3,Medical,Male,Laboratory Technician,2,2766,4,7,5,0
1770,55,Research & Development,3,Medical,Male,Research Director,1,19038,3,34,1,0
1771,33,Research & Development,3,Technical Degree,Male,Research Scientist,2,3055,3,11,9,1
1772,41,Research & Development,4,Life Sciences,Male,Laboratory Technician,1,2289,4,5,5,0
1774,34,Sales,3,Life Sciences,Male,Sales Executive,3,4001,3,15,15,0
1775,53,Research & Development,4,Medical,Female,Manufacturing Director,3,12965,4,27,3,0
1778,43,Human Resources,3,Life Sciences,Male,Human Resources,4,3539,3,10,9,1
1779,34,Sales,2,Life Sciences,Female,Sales Executive,4,6029,3,6,2,2
1780,21,Sales,1,Marketing,Male,Sales Representative,2,2679,3,1,1,1
1782,38,Research & Development,2,Other,Female,Laboratory Technician,3,3702,3,5,5,0
1783,22,Research & Development,1,Medical,Female,Laboratory Technician,1,2398,3,1,1,0
1784,31,Sales,4,Marketing,Female,Sales Executive,4,5468,3,13,12,5
1786,51,Research & Development,3,Technical Degree,Female,Manager,3,13116,3,15,2,2
1787,37,Sales,2,Marketing,Male,Sales Executive,2,4189,3,5,5,0
1789,46,Research & Development,4,Medical,Male,Research Director,4,19328,3,24,2,2
1790,36,Research & Development,3,Life Sciences,Male,Healthcare Representative,1,8321,3,15,12,5
1792,44,Research & Development,2,Medical,Male,Research Scientist,2,2342,3,6,5,2
1794,37,Human Resources,2,Other,Male,Human Resources,2,4071,3,19,10,4
1797,35,Sales,3,Life Sciences,Male,Sales Executive,4,5813,3,10,10,7
1798,33,Research & Development,4,Life Sciences,Male,Research Scientist,1,3143,3,14,10,7
1799,28,Research & Development,3,Life Sciences,Male,Research Scientist,4,2044,3,5,5,0
1800,39,Research & Development,1,Medical,Male,Research Director,3,13464,4,9,4,2
1801,46,Sales,2,Life Sciences,Male,Sales Executive,2,7991,3,6,2,2
1802,40,Research & Development,2,Life Sciences,Female,Laboratory Technician,1,3377,3,7,4,0
1803,42,Research & Development,3,Medical,Male,Healthcare Representative,1,5538,3,10,0,0
1804,35,Research & Development,2,Medical,Male,Manufacturing Director,4,5762,3,15,7,1
1805,38,Human Resources,3,Human Resources,Male,Human Resources,2,2592,3,13,11,3
1807,34,Research & Development,4,Life Sciences,Male,Laboratory Technician,1,5346,3,11,7,0
1809,37,Research & Development,4,Medical,Male,Manufacturing Director,1,4213,3,10,10,0
1812,39,Sales,3,Life Sciences,Male,Sales Executive,4,4127,3,7,2,2
1813,43,Research & Development,3,Life Sciences,Male,Research Scientist,3,2438,3,7,3,1
1814,41,Research & Development,3,Life Sciences,Male,Healthcare Representative,2,6870,3,11,3,1
1815,41,Sales,1,Marketing,Female,Sales Executive,3,10447,3,23,22,13
1816,30,Research & Development,3,Medical,Female,Manufacturing Director,3,9667,3,9,7,0
1818,26,Human Resources,2,Medical,Female,Human Resources,2,2148,3,6,5,1
1821,46,Research & Development,2,Medical,Female,Healthcare Representative,2,8926,4,13,9,3
1822,40,Research & Development,3,Life Sciences,Female,Healthcare Representative,4,6513,3,12,5,0
1823,34,Sales,2,Technical Degree,Male,Sales Executive,3,6799,4,10,10,4
1824,58,Sales,3,Medical,Male,Manager,2,16291,4,37,16,14
1826,35,Research & Development,4,Medical,Male,Laboratory Technician,3,2705,3,6,5,0
1827,47,Research & Development,3,Life Sciences,Female,Manufacturing Director,2,10333,3,28,22,14
1829,40,Research & Development,3,Life Sciences,Female,Healthcare Representative,1,4448,3,15,7,7
1830,54,Research & Development,4,Medical,Female,Research Scientist,4,6854,3,14,7,1
1833,31,Sales,4,Marketing,Female,Sales Executive,1,9637,3,9,3,2
1834,28,Research & Development,3,Medical,Female,Research Scientist,1,3591,4,3,3,1
1835,38,Sales,4,Marketing,Female,Sales Representative,4,5405,4,20,4,0
1836,26,Sales,3,Medical,Male,Sales Executive,4,4684,3,5,5,1
1837,58,Research & Development,4,Life Sciences,Male,Research Director,3,15787,3,23,2,2
1839,18,Research & Development,3,Medical,Female,Research Scientist,3,1514,3,0,0,0
1842,31,Human Resources,5,Human Resources,Male,Human Resources,1,2956,3,2,1,0
1844,29,Human Resources,3,Human Resources,Male,Human Resources,1,2335,3,4,2,2
1845,45,Sales,4,Life Sciences,Female,Sales Executive,3,5154,4,10,8,5
1847,36,Research & Development,4,Other,Female,Research Scientist,2,6962,4,15,1,0
1849,43,Sales,4,Life Sciences,Male,Sales Executive,4,5675,4,7,7,7
1850,27,Research & Development,2,Life Sciences,Female,Laboratory Technician,4,2379,3,6,5,0
1852,29,Research & Development,1,Medical,Male,Laboratory Technician,4,3812,3,11,11,3
1853,32,Sales,4,Marketing,Male,Sales Executive,4,4648,3,4,0,0
1854,42,Research & Development,4,Technical Degree,Male,Research Scientist,3,2936,4,10,6,3
1856,47,Research & Development,4,Life Sciences,Female,Laboratory Technician,3,2105,3,7,2,2
1857,46,Research & Development,2,Life Sciences,Male,Manufacturing Director,4,8578,3,12,9,4
1858,28,Human Resources,2,Life Sciences,Male,Human Resources,4,2706,3,3,3,2
1859,29,Research & Development,1,Life Sciences,Male,Healthcare Representative,3,6384,3,11,7,1
1860,42,Research & Development,3,Life Sciences,Male,Laboratory Technician,3,3968,3,8,0,0
1862,32,Sales,4,Marketing,Male,Sales Executive,2,9907,3,7,2,2
1863,46,Sales,3,Technical Degree,Female,Sales Executive,1,13225,3,25,19,2
1864,27,Sales,1,Medical,Female,Sales Representative,3,3540,4,9,9,5
1865,29,Human Resources,1,Medical,Male,Human Resources,2,2804,3,1,1,0
1866,43,Research & Development,3,Medical,Female,Manager,3,19392,3,21,16,6
1867,48,Research & Development,3,Life Sciences,Male,Research Director,2,19665,3,29,22,12
1868,29,Research & Development,2,Life Sciences,Male,Research Scientist,4,2439,4,1,1,1
1869,46,Sales,3,Life Sciences,Female,Sales Executive,2,7314,4,14,8,0
1870,27,Research & Development,3,Life Sciences,Female,Research Scientist,1,4774,3,8,7,7
1871,39,Research & Development,4,Other,Male,Research Scientist,4,3902,3,7,2,2
1873,55,Research & Development,4,Technical Degree,Male,Research Scientist,4,2662,4,19,5,0
1875,28,Sales,3,Medical,Female,Sales Representative,2,2856,3,1,1,0
1876,30,Sales,3,Medical,Male,Sales Representative,4,1081,3,1,1,0
1878,22,Research & Development,1,Life Sciences,Male,Research Scientist,2,2472,4,1,1,0
1880,36,Sales,4,Technical Degree,Female,Sales Executive,3,5673,3,10,10,1
1881,31,Research & Development,3,Life Sciences,Male,Laboratory Technician,3,4197,3,10,10,0
1882,34,Sales,3,Life Sciences,Male,Sales Executive,4,9713,3,9,5,1
1883,29,Research & Development,3,Life Sciences,Male,Laboratory Technician,1,2062,3,11,3,1
1885,37,Research & Development,4,Medical,Male,Research Scientist,1,4284,4,16,5,0
1886,35,Research & Development,2,Other,Female,Manufacturing Director,2,4788,3,4,3,0
1888,45,Research & Development,2,Life Sciences,Female,Manufacturing Director,4,5906,3,10,9,3
1890,36,Human Resources,1,Human Resources,Male,Human Resources,4,3886,4,10,10,0
1892,40,Research & Development,4,Life Sciences,Male,Manager,1,16823,3,22,19,11
1893,26,Research & Development,2,Life Sciences,Female,Research Scientist,3,2933,3,1,1,1
1898,27,Sales,2,Medical,Female,Sales Executive,3,6500,3,9,8,0
1900,48,Research & Development,3,Medical,Female,Manager,4,17174,3,24,22,4
1903,44,Research & Development,4,Life Sciences,Male,Healthcare Representative,1,5033,3,10,2,2
1905,34,Research & Development,4,Technical Degree,Male,Research Scientist,1,2307,4,5,5,3
1907,56,Research & Development,2,Life Sciences,Male,Laboratory Technician,4,2587,3,5,4,1
1908,36,Sales,2,Marketing,Male,Sales Executive,2,5507,3,12,4,1
1909,41,Sales,3,Marketing,Female,Sales Executive,2,4393,4,14,5,1
1911,42,Research & Development,3,Medical,Male,Research Director,1,13348,3,18,13,5
